SECTION,LOCATION,DAYS,START_TIME,END_TIME,DURATION,ENROLLMENT,STUDENT_ID,OCCUPANCY,OCCUPANCY_RATIO,MASK,D0,YEAR,STUDENT_INFECTION_PROB,TEACHER_INFECTION_PROB,INFECTION_PROB_SESSION
107,SYH090,WTH,06:07:00,07:17:00,01:10:00,18,"251,270,522,756,945,1033,1156,1414,1748,2040,2155,2727,3224,3723,4394,4612,4697,4768",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,5.879636670111808e-05
108,LTG028,HWM,08:38:00,11:08:00,02:30:00,20,"48,124,160,253,359,633,773,941,1293,1510,1617,1882,2089,2206,2474,2499,2947,4018,4297,4306",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00033656408721534624
109,TVN387,WF,19:53:00,21:34:00,01:41:00,21,"123,307,424,503,673,892,984,1186,1193,1983,2118,2220,2792,3194,3500,3506,3686,3722,4242,4443,4850",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001703425340009754
110,YAN039,T,09:56:00,11:08:00,01:12:00,23,"451,496,813,826,1056,1058,1508,1910,2052,2287,2352,2404,2540,2625,3167,3303,3457,3718,4106,4214,4514,4684,4705",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,8.377490945613402e-05
111,VGP845,HM,14:48:00,18:28:00,03:40:00,20,"446,477,744,910,961,1016,1229,1648,1919,2164,2601,2633,2635,2734,2802,2952,3561,3566,4268,4511",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00027050200494606796
112,QDJ389,TMF,09:15:00,12:24:00,03:09:00,19,"4,84,107,296,490,1180,1416,1427,1475,2591,2741,2965,3399,3727,4093,4118,4135,4465,4691",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0007480428240595816
113,FRF846,MT,10:50:00,14:44:00,03:54:00,20,"123,158,448,572,708,1723,1985,2409,2505,2600,2604,2789,3331,4100,4278,4390,4418,4516,4809,4970",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0006636802233661145
114,YAN039,MHT,11:56:00,15:54:00,03:58:00,21,"49,603,612,614,962,1110,1200,1315,2052,2373,2701,2760,2765,2795,3320,4103,4219,4484,4581,4664,4736",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00026473992933227894
115,YAN039,WFT,15:27:00,17:02:00,01:35:00,18,"255,494,574,620,870,975,1149,1467,1523,1562,1905,1994,2140,2940,4402,4457,4791,4889",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,9.680110342349082e-05
116,LTG028,WF,07:09:00,11:06:00,03:57:00,27,"31,302,657,932,933,1066,1082,1363,1388,1453,1460,1494,1546,1673,1705,1808,2062,2427,2740,2934,3036,3914,4208,4265,4273,4338,4360",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0006260840240364834
117,FRF846,WT,10:05:00,11:11:00,01:06:00,18,"56,120,188,810,895,912,1766,2138,2412,2472,2693,2738,2869,2963,3379,4143,4617,4636",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00018016734932926128
118,UGS416,HF,10:07:00,14:05:00,03:58:00,13,"1021,1448,1456,1828,2308,2541,3456,3468,3532,3718,4417,4521,4737",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002115964004891284
119,UGS416,F,10:55:00,14:31:00,03:36:00,16,"77,528,800,852,865,1254,1786,1883,2916,2950,3548,3958,4349,4502,4854,4911",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00020213891831361643
120,VGP845,TH,17:07:00,19:41:00,02:34:00,21,"3,141,303,342,354,470,678,1117,1744,1753,2206,2244,2323,2348,2679,2748,3656,3760,3898,4048,4322",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00019815294692403533
121,UGS416,FWT,20:08:00,21:25:00,01:17:00,30,"262,368,511,766,775,803,901,1180,1725,1770,2066,2246,2264,2282,2623,2786,2827,2867,2888,3106,3221,3324,3561,3809,3939,4015,4371,4648,4707,4819",15.0,0.5,0.5,1000,Fall_2020,0.01,0.01,9.72599504657392e-05
122,ICH942,W,16:56:00,20:47:00,03:51:00,28,"129,627,979,1301,1557,1581,1632,1837,1913,2001,2079,2545,2761,2855,2953,3059,3288,3410,3534,3634,3728,3884,3945,3968,4126,4426,4893,4913",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0007120897720098472
123,LEZ228,T,07:08:00,09:21:00,02:13:00,11,"343,371,1544,1652,1812,2429,2495,3273,4292,4775,4935",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.002805090646769971
124,LTG028,HW,16:07:00,19:43:00,03:36:00,16,"176,970,1155,1212,1319,1361,2234,2243,2269,3315,3419,3830,3888,4078,4146,4356",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0004397078569346255
125,SYH090,H,07:58:00,09:48:00,01:50:00,20,"131,328,518,532,844,1333,1600,2240,2766,2889,3092,3246,3913,3997,4261,4381,4421,4534,4794,4837",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,9.669249799277571e-05
126,UGS416,M,10:48:00,14:14:00,03:26:00,18,"267,973,988,1397,1736,1947,1950,2109,2196,2784,2837,3438,3527,3641,3980,4442,4867,4973",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00020237336894267445
127,LEZ228,F,15:46:00,19:33:00,03:47:00,21,"52,524,548,594,762,1062,1842,2291,2586,2632,2696,2977,3008,3038,3706,3955,4054,4137,4357,4584,4689",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.005950449360872514
128,VGP845,M,17:16:00,19:21:00,02:05:00,21,"412,667,742,1134,1245,1266,1285,1870,2501,2795,3130,3348,3353,3615,3697,3732,3752,3763,3906,4161,4196",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00016092988081602917
129,LEZ228,MWF,11:45:00,13:42:00,01:57:00,21,"81,82,324,575,709,736,1118,1380,1623,1732,1790,1821,2060,2437,2659,3757,4071,4213,4328,4844,4899",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0032053996854761384
130,UGS416,H,08:46:00,12:10:00,03:24:00,20,"322,834,1137,1211,1674,2258,2339,2512,2758,2893,2939,3406,3425,3453,3523,3559,3630,4105,4122,4962",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00020988024133209349
131,YAN039,WHT,17:17:00,21:10:00,03:53:00,22,"649,675,1063,1074,1136,1400,1641,1859,1966,2091,2400,2529,3467,3835,3884,3974,4195,4428,4771,4786,4955,4982",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002592001152488669
132,LEZ228,W,17:41:00,19:19:00,01:38:00,23,"413,824,907,940,1093,1887,1964,2007,2119,2618,2683,2937,3144,3468,3721,3924,4090,4125,4128,4196,4329,4596,4957",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.002826498829041099
133,VGP845,WHT,10:35:00,12:50:00,02:15:00,17,"57,579,623,1102,1346,1516,1651,1740,2305,2325,2957,3403,3421,4182,4469,4473,4975",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00015878241171258126
134,VGP845,T,18:15:00,21:16:00,03:01:00,25,"103,306,768,918,951,1179,1269,1457,1721,1868,1950,2155,2233,2417,2585,2776,2794,3024,3028,3058,3154,3562,3761,4185,4706",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002528615681915275
135,QDJ389,HM,06:45:00,09:28:00,02:43:00,18,"655,749,838,1199,1436,1458,1759,1842,1967,2205,2441,3122,3784,4017,4452,4610,4685,4918",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0006169202113133556
136,SYH090,WM,16:05:00,19:26:00,03:21:00,28,"316,361,476,523,724,741,1310,1854,1861,2255,2300,2496,2808,2811,2829,3290,3304,3483,3637,3704,3777,3959,3996,4163,4247,4252,4464,4924",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00020826444925047368
137,UGS416,WF,19:57:00,20:58:00,01:01:00,11,"1407,1473,1500,1680,1694,2095,2432,2509,3271,4191,4877",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,5.1585098972781395e-05
138,LTG028,MH,13:39:00,15:00:00,01:21:00,11,"249,757,1124,1543,2068,2103,3330,3352,3589,3835,4835",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00014935413865570956
139,LEZ228,FWH,07:53:00,09:51:00,01:58:00,19,"279,375,405,466,687,1083,1260,1707,1829,1858,1933,2543,3055,3346,4156,4170,4262,4467,4952",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.003086747724025111
140,FRF846,HT,16:01:00,18:09:00,02:08:00,19,"465,763,926,952,1084,1191,1241,1251,1621,1820,2101,2115,2703,2822,2988,3103,3692,3696,4011",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0003648458408398977
141,ICH942,TW,06:17:00,09:27:00,03:10:00,15,"142,335,391,2067,2141,2423,2828,3015,3543,3753,4257,4347,4363,4473,4780",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00045171088219871645
142,UGS416,F,16:54:00,19:37:00,02:43:00,19,"100,207,510,608,821,880,1944,2352,2487,2699,2732,2887,3066,3451,3520,3705,4006,4372,4706",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00016781512498269767
143,LEZ228,FT,13:57:00,17:36:00,03:39:00,20,"114,819,947,1106,1115,1608,2211,2232,2394,2591,2631,2671,2716,2874,2890,4116,4281,4535,4728,4901",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.005492448896625225
144,ICH942,W,11:28:00,14:04:00,02:36:00,19,"158,159,587,647,692,1110,1265,1815,2336,2464,2777,2909,3363,3865,4496,4505,4787,4935,4971",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0004083976306205922
145,LEZ228,HT,18:13:00,21:06:00,02:53:00,20,"93,126,194,261,650,693,776,1013,1869,2110,2770,2788,2799,3193,3203,3460,3569,4036,4158,4900",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.004421647382744361
146,QDJ389,FW,11:29:00,13:11:00,01:42:00,13,"1044,1266,2224,2484,2603,2627,2814,3333,3736,4290,4527,4597,4769",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00035093648467677917
147,UGS416,FWM,18:37:00,21:19:00,02:42:00,22,"40,192,258,315,718,1263,1512,1864,1983,2029,2067,2343,2455,2671,2826,2889,3066,3088,3187,3302,3578,4140",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00017430541140918285
148,TVN387,W,06:23:00,08:45:00,02:22:00,14,"41,288,345,654,896,1611,1848,2050,2330,2524,2586,2782,2950,4211",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00019793710567575355
149,SYH090,WTM,08:35:00,09:40:00,01:05:00,24,"114,196,299,329,718,1136,1226,1895,2031,2236,2269,2414,2630,3593,3594,3659,3953,4074,4121,4138,4303,4682,4876,4934",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,6.2319809573928e-05
150,LTG028,M,09:08:00,11:08:00,02:00:00,13,"174,248,449,632,868,1150,2108,2363,2370,3429,4101,4201,4717",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002330545297798349
151,YAN039,WFT,06:06:00,08:47:00,02:41:00,18,"26,77,532,1278,1487,1908,2279,2465,2498,2570,2654,2674,3278,3699,3813,3949,4216,4636",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00016385491566571055
152,YAN039,FWH,12:18:00,15:50:00,03:32:00,10,"171,1795,1808,2177,2648,4339,4358,4598,4901,4904",5.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00017482976392966667
153,LEZ228,FWH,12:29:00,14:18:00,01:49:00,18,"138,297,543,1185,1228,1545,1681,1724,2220,2737,2750,3796,3906,3977,4145,4198,4292,4399",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0027285487172612906
154,FRF846,TWM,12:14:00,14:00:00,01:46:00,22,"159,443,567,762,778,1184,1410,1456,1500,1934,2032,2128,2802,2827,2949,3470,3915,3947,4023,4618,4654,4945",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0003161062825171058
155,FRF846,WH,09:06:00,11:17:00,02:11:00,14,"86,148,519,1372,1392,1948,2255,2814,2935,2976,4344,4540,4544,4967",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00032272502876231637
156,TVN387,HW,07:05:00,09:56:00,02:51:00,17,"162,184,343,893,1215,1759,1973,2231,2237,2763,3301,3399,3425,3786,4105,4891,4933",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00026301947252699954
157,YAN039,TW,06:58:00,08:58:00,02:00:00,16,"94,230,352,912,1681,2158,2393,2506,2681,2960,2995,3164,3951,4188,4497,4824",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00011645404397326406
158,VGP845,HFW,11:14:00,12:14:00,01:00:00,15,"1304,1640,2290,2363,2816,2850,3155,3285,3495,3693,3866,4512,4543,4585,4676",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,6.735006987445464e-05
159,ICH942,M,14:09:00,17:46:00,03:37:00,11,"290,439,1160,1259,2329,2361,2841,3465,3662,3664,4591",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0004639047823735444
160,SYH090,WF,15:31:00,18:02:00,02:31:00,17,"165,876,1099,1907,2009,2074,2445,2818,2859,3098,3681,4052,4393,4733,4815,4927,4971",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001266777024231541
161,SYH090,T,16:26:00,17:38:00,01:12:00,18,"64,526,554,644,723,833,1785,1994,2167,2196,2498,2669,2925,3280,3424,3439,4023,4972",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,6.0474442165122134e-05
162,TVN387,H,19:14:00,22:54:00,03:40:00,14,"704,1250,1714,2632,3029,3112,3183,3706,3982,4146,4573,4581,4688,4915",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0003059486874612879
163,UGS416,HF,20:09:00,22:35:00,02:26:00,24,"691,767,820,850,954,1144,1386,1535,1781,2011,2622,2762,3295,3569,3630,3658,3729,3888,4046,4333,4433,4663,4811,4940",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00016390615272414676
164,UGS416,H,09:31:00,11:42:00,02:11:00,27,"289,672,683,843,845,900,902,1125,1167,1433,1639,1656,1717,2188,2901,3389,3394,3444,3639,3825,4117,4138,4187,4270,4304,4514,4573",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00015925965667093795
165,VGP845,FM,15:45:00,18:43:00,02:58:00,26,"543,827,889,1128,1203,1330,1568,1672,1889,2034,2131,2337,2486,2596,2677,2711,3366,3695,4012,4106,4318,4452,4666,4779,4813,4941",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00024868418318712334
166,LTG028,WFM,17:56:00,19:52:00,01:56:00,27,"218,725,1133,1219,1471,1920,2158,2210,2227,2431,2452,2545,2604,2637,2884,2900,2976,2982,3204,3328,3806,4383,4417,4447,4600,4699,4966",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000307642323841491
167,VGP845,W,14:44:00,16:26:00,01:42:00,19,"111,245,286,670,1173,1398,1825,1987,2321,2395,3049,3326,3453,3467,3686,3933,4224,4231,4767",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00012571525156919772
168,QDJ389,H,07:46:00,11:00:00,03:14:00,17,"38,90,238,696,701,1096,1409,1821,2104,2384,2497,2565,2597,2751,2973,4030,4206",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0007327087963569942
169,VGP845,MFH,18:32:00,20:55:00,02:23:00,23,"9,549,576,579,1989,2259,2485,2498,2560,2606,2931,3043,3149,3280,3713,3930,3998,4027,4028,4382,4452,4928,4936",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001919764624886046
170,VGP845,FMT,13:03:00,14:44:00,01:41:00,18,"73,125,685,1053,1382,1567,1574,1851,2325,2326,2401,2911,2936,3338,3629,3689,3721,4464",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00011887796150962907
171,QDJ389,WTM,13:01:00,15:01:00,02:00:00,28,"267,365,537,637,651,952,969,974,1161,1248,1255,1262,1398,1431,1550,1679,1886,2246,2340,2428,3372,3464,3473,3678,3794,3954,4595,4761",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005634554232104048
172,VGP845,H,10:18:00,13:31:00,03:13:00,19,"65,87,428,903,1113,1276,1615,1989,2387,2663,2980,3367,3562,3698,3773,3908,4672,4713,4886",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00023743395955792598
173,VGP845,HT,16:51:00,19:12:00,02:21:00,30,"138,404,729,732,743,969,1098,1132,1199,1363,1383,1846,2121,2508,2673,2840,2878,2986,3218,3238,3642,3722,3905,3919,3924,4160,4339,4375,4818,4824",15.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002127783190501337
174,UGS416,F,06:51:00,10:01:00,03:10:00,20,"469,618,769,874,920,1172,1462,1581,1742,2213,2469,2680,2876,3447,3537,4257,4598,4711,4757,4798",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00019552312109698955
175,LTG028,M,10:51:00,14:46:00,03:55:00,17,"598,700,1251,1360,1541,1547,2193,2729,2735,2737,2969,3881,4144,4259,4578,4699,4969",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005018282422404204
176,LTG028,M,08:10:00,09:22:00,01:12:00,17,"229,451,891,989,1296,1704,2039,2321,2845,3008,3049,3771,4013,4033,4764,4810,4862",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00015471656331099342
177,LEZ228,FM,18:48:00,21:02:00,02:14:00,23,"90,431,588,869,905,948,1112,1262,1858,1918,2341,2421,3048,3261,3361,3731,3830,4062,4329,4392,4528,4666,4917",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0038096553276804113
178,ICH942,T,10:29:00,11:31:00,01:02:00,19,"203,219,326,617,692,1233,1509,1831,2134,2229,2494,2915,2956,2959,3217,3390,3506,4572,4703",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001629729109081813
179,YAN039,WH,20:22:00,22:55:00,02:33:00,25,"113,323,576,738,936,953,1006,1309,1331,1482,1757,1877,1937,2172,2340,2353,2383,2969,3067,3237,3780,3783,4418,4525,4937",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00018513467914452615
180,YAN039,HMT,17:31:00,19:55:00,02:24:00,24,"445,1053,1123,1280,1419,1479,1667,2160,2450,2479,2991,3032,3368,3402,3440,3444,3476,3485,3593,3625,3794,3889,3915,4505",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00016735180669478442
181,TVN387,M,11:55:00,15:37:00,03:42:00,19,"880,967,1230,1442,1580,1813,2621,2796,3114,3344,3502,3753,3828,3882,4053,4152,4490,4689,4797",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00035712069911384884
182,SYH090,M,08:02:00,09:13:00,01:11:00,13,"964,1241,2429,2860,2916,3049,3241,3939,4294,4614,4804,4807,4810",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,5.401440496418781e-05
183,SYH090,F,09:19:00,12:43:00,03:24:00,22,"119,251,305,686,759,960,1030,1700,1751,1888,2157,2190,2221,2302,2575,2683,3490,3766,3776,3942,4341,4513",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00018714880919287462
184,LEZ228,HFM,13:56:00,16:30:00,02:34:00,19,"74,504,619,753,891,1646,2033,2280,2315,2652,2957,3021,3556,3807,4448,4496,4579,4788,4920",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0039674299999398754
185,LTG028,H,14:06:00,15:41:00,01:35:00,21,"40,164,807,1185,1526,1638,1667,1686,1915,2234,3203,3282,3363,3412,3563,3818,3866,4395,4762,4845,4948",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00022322407873989097
186,YAN039,F,11:37:00,14:41:00,03:04:00,19,"202,973,1081,1722,1974,2225,2244,2257,2435,2745,3123,3158,3216,3825,4026,4057,4068,4124,4320",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001960222871359984
187,FRF846,W,10:12:00,12:19:00,02:07:00,29,"190,260,346,437,644,794,1172,1384,1424,1538,1813,1969,2027,2278,2746,2820,2999,3068,3245,3422,3515,3538,3828,4088,4287,4381,4399,4430,4935",15.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00044379949989166846
188,VGP845,W,20:55:00,22:18:00,01:23:00,20,"121,434,639,659,712,1006,1216,1626,1640,2493,2576,3034,3069,3539,3679,3752,3978,3999,4070,4390",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00010233721767579339
189,ICH942,TF,09:10:00,11:14:00,02:04:00,12,"420,520,605,2066,2162,2743,3239,3666,3892,3916,3992,4461",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002663441878047413
190,YAN039,TF,16:38:00,19:26:00,02:48:00,12,"312,533,539,587,1146,1614,1715,2631,2689,3009,3602,4482",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001467469415308748
191,LEZ228,W,12:03:00,14:44:00,02:41:00,20,"352,391,487,708,776,828,996,1195,2226,2537,2717,2937,3392,3599,3797,4049,4315,4544,4690,4989",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.004135607037116436
192,VGP845,T,11:55:00,15:36:00,03:41:00,19,"736,891,1143,1224,1318,1480,1612,1952,2121,3101,3232,3318,4001,4050,4100,4202,4444,4858,4914",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00027172605254366383
193,QDJ389,TW,20:03:00,22:42:00,02:39:00,14,"320,546,556,1174,1505,1672,1751,2015,2207,2313,3421,3623,3952,4992",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005447527373126283
194,ICH942,WM,11:18:00,14:10:00,02:52:00,24,"381,568,973,1054,1314,1358,1437,1900,2025,2252,2311,2899,2966,3107,3651,3859,3870,3931,3991,4074,4164,4240,4398,4871",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000490686373548922
195,LEZ228,MF,12:21:00,14:30:00,02:09:00,12,"905,918,1096,1534,1708,1921,2870,3007,3850,4037,4083,4595",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.002726223366675609
196,UGS416,TM,10:01:00,13:34:00,03:33:00,22,"9,110,181,426,872,1010,1291,1319,1658,2052,2053,2355,2406,2482,3459,3480,3531,4048,4146,4154,4474,4755",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00022898799054219717
197,QDJ389,W,07:09:00,10:19:00,03:10:00,12,"906,2362,2535,3085,3602,3791,3839,4153,4346,4348,4474,4477",6.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0006153203246283997
198,ICH942,F,07:18:00,09:33:00,02:15:00,15,"230,441,597,875,1311,1684,1741,1763,1771,2549,2746,2821,3918,3988,4661",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00032177584998377846
199,VGP845,TFH,15:04:00,18:16:00,03:12:00,22,"259,596,641,841,1403,1607,1827,2008,2219,2622,2672,2973,3047,3095,3167,3614,3707,3709,3952,4124,4347,4929",11.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002468640329166344
200,LTG028,FWM,16:17:00,18:11:00,01:54:00,14,"937,1031,1205,1498,1522,2533,2757,2964,3620,3822,3826,3855,4047,4129",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00022145722461336344
201,YAN039,FWH,17:13:00,19:57:00,02:44:00,15,"495,1012,1105,2013,2693,2992,3570,3668,3674,3685,3744,4149,4261,4293,4486",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00015902099171750212
202,YAN039,FMW,14:12:00,17:00:00,02:48:00,14,"142,204,740,1079,1396,1410,1594,3077,3666,3798,3873,4205,4286,4516",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001548170983833803
203,VGP845,FT,10:59:00,14:26:00,03:27:00,19,"464,577,1192,1311,1353,1539,2156,2229,2410,2503,3237,3468,3605,3607,3926,4400,4454,4950,4964",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000254584871178605
204,QDJ389,WF,12:07:00,14:43:00,02:36:00,18,"200,302,412,635,706,1089,1178,1234,1649,1863,1982,2140,2898,4014,4064,4108,4637,4999",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0005907070389561331
205,FRF846,T,11:39:00,12:54:00,01:15:00,18,"72,241,422,432,528,653,1635,1840,2158,2443,2536,3147,3272,3548,3814,4059,4331,4380",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00020464552571719725
206,UGS416,HFM,08:28:00,12:11:00,03:43:00,19,"55,564,923,991,1290,1554,1720,2027,2385,2581,2794,3279,3397,3404,3797,4225,4430,4628,4774",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002293540050841647
207,LEZ228,FM,18:10:00,20:10:00,02:00:00,17,"163,287,418,551,676,977,1271,1456,1762,1773,1890,1899,2035,2446,2612,2858,3317",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0029892177070146605
208,SYH090,T,12:12:00,13:35:00,01:23:00,18,"219,665,953,1027,1619,1814,1932,2072,2580,2747,2771,3565,3929,4007,4144,4327,4401,4783",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,6.970205144494838e-05
209,UGS416,WF,13:32:00,16:20:00,02:48:00,23,"975,982,1249,1334,1367,1443,1453,1719,2140,2212,2346,2697,3145,3222,3653,3658,3758,3919,4195,4437,4852,4866,4957",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0001885385837060445
210,UGS416,F,15:48:00,18:47:00,02:59:00,24,"275,336,362,648,1027,1272,1487,1616,1849,1991,2238,2332,2479,2480,3308,3568,3650,3703,3798,4204,4267,4507,4604,4785",12.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00020084836150345786
211,FRF846,WHT,07:12:00,11:09:00,03:57:00,20,"397,694,1401,1909,1931,2040,2077,2260,2296,2467,2530,2896,2912,3241,3256,3680,3874,4031,4253,4557",10.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.000672094760349444
212,UGS416,WF,09:08:00,11:50:00,02:42:00,25,"192,401,408,564,624,789,856,1065,1752,1781,2246,2685,3089,3225,3437,3479,3740,3812,4062,4069,4082,4255,4672,4719,4813",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00018933923413373322
213,LTG028,M,16:04:00,17:19:00,01:15:00,27,"37,116,478,583,785,976,1015,1091,1094,1699,1820,2617,3195,3329,3409,3638,3756,3824,4047,4094,4201,4364,4369,4441,4723,4853,4921",14.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00019917221614668942
214,VGP845,MF,18:22:00,22:06:00,03:44:00,14,"148,338,1426,1549,1954,2307,2731,3308,3430,3957,4254,4425,4730,4908",7.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00023810745694078316
215,YAN039,FW,20:02:00,22:58:00,02:56:00,25,"442,570,821,859,1039,1177,1289,1343,1384,1617,1767,1774,2247,2402,2425,2478,3197,3790,3912,3986,4112,4151,4478,4542,4939",13.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00021288754017239744
216,FRF846,HW,14:59:00,16:35:00,01:36:00,18,"647,798,851,976,1263,1502,1712,2038,2376,3121,3205,3419,3488,3723,4328,4476,4759,4849",9.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.0002616775829153544
217,QDJ389,HM,06:40:00,07:40:00,01:00:00,16,"115,730,962,1364,2142,2519,2568,2616,2767,3013,3365,3428,4321,4461,4547,4765",8.0,0.5,0.5,1000,Fall_2020,0.01,0.01,0.00021788022010208087
