STUDENT_ID,SECTION,LOCATION,DAYS,START_TIME,END_TIME,DURATION,OCCUPANCY_RATIO,MASK,HEIGHT,RESPIRATORY_RATE,ACTIVE_EMISSION,PASSIVE_EMISSION,HVAC,STUDENT_ACTIVE_TIME,TEACHER_ACTIVE_TIME,DATASET,STUDENT_INFECTION_PROB,TEACHER_INFECTION_PROB,SIMULATION_DAYS,INFECTION_PROB_SESSION,HEALTHY_PROB_SESSION,HEALTHY_PROB_TOTAL
797,51,LEZ228,HF,12:37:00,13:52:00,01:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.001814088823568127,0.9981859111764319,0.9963751132711235
797,344,LEZ228,HF,18:50:00,21:09:00,02:19:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.003944011015811978,0.996055988984188,0.9921275331912689
798,452,LTG028,M,11:00:00,13:58:00,02:58:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0004891583440789348,0.9995108416559211,0.9995108416559211
798,69,VGP845,F,09:19:00,12:45:00,03:26:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00031051799605709266,0.9996894820039429,0.9996894820039429
798,216,FRF846,HW,14:59:00,16:35:00,01:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002616775829153544,0.9997383224170846,0.9994767133093266
799,496,VGP845,M,15:32:00,19:05:00,03:33:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00022647155158105758,0.9997735284484189,0.9997735284484189
800,71,QDJ389,HM,09:57:00,11:43:00,01:46:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0004218198268916441,0.9995781801731084,0.9991565382781832
800,119,UGS416,F,10:55:00,14:31:00,03:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00020213891831361643,0.9997978610816863,0.9997978610816863
801,490,UGS416,TF,07:45:00,11:39:00,03:54:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002623329741275783,0.9997376670258724,0.9994754028703341
801,3,UGS416,TMH,13:09:00,16:07:00,02:58:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00019972946804070366,0.9998002705319593,0.9994009312634915
801,442,QDJ389,FM,15:02:00,17:02:00,02:00:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0004339103726564019,0.9995660896273436,0.9991323675328987
802,259,FRF846,WH,16:47:00,20:37:00,03:50:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0007116489972750283,0.999288351002725,0.9985772084497452
803,36,QDJ389,TH,14:49:00,16:14:00,01:25:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00035401883096216496,0.9996459811690378,0.9992920876674083
803,434,QDJ389,HFW,20:46:00,22:52:00,02:06:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0005007518108500404,0.9994992481891499,0.9984984966990132
803,121,UGS416,FWT,20:08:00,21:25:00,01:17:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,9.72599504657392e-05,0.9999027400495343,0.9997082485261767
804,272,VGP845,HTW,09:19:00,10:50:00,01:31:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,8.186837540019138e-05,0.9999181316245999,0.9997544149805435
805,316,UGS416,H,13:04:00,14:59:00,01:55:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00012383069622032538,0.9998761693037796,0.9998761693037796
805,421,VGP845,WF,07:47:00,09:17:00,01:30:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00010095858011574294,0.9998990414198843,0.9997980930324034
806,267,LEZ228,W,18:52:00,21:35:00,02:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0045816933879227915,0.9954183066120772,0.9954183066120772
807,284,LEZ228,FT,06:59:00,08:36:00,01:37:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0023220469482913074,0.9976779530517087,0.9953612980054475
807,185,LTG028,H,14:06:00,15:41:00,01:35:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00022322407873989097,0.9997767759212601,0.9997767759212601
808,396,ICH942,M,06:58:00,08:53:00,01:55:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0003832950656338178,0.9996167049343662,0.9996167049343662
808,45,LEZ228,HMF,18:54:00,22:42:00,03:48:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.005974333440176913,0.994025666559823,0.9821838644197799
808,438,QDJ389,TM,06:58:00,08:30:00,01:32:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00036644419654931887,0.9996335558034507,0.9992672458882506
809,437,VGP845,F,06:20:00,09:39:00,03:19:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00022269780864781792,0.9997773021913522,0.9997773021913522
809,73,YAN039,M,19:08:00,21:04:00,01:56:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0001348731590238363,0.9998651268409762,0.9998651268409762
809,38,YAN039,FTW,11:01:00,12:22:00,01:21:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,9.034083272561998e-05,0.9999096591672744,0.999729001985484
810,117,FRF846,WT,10:05:00,11:11:00,01:06:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00018016734932926128,0.9998198326506708,0.9996396977616153
810,375,LTG028,H,08:05:00,09:48:00,01:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002628381043481523,0.9997371618956519,0.9997371618956519
810,87,YAN039,WM,12:09:00,16:08:00,03:59:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002773252127120655,0.9997226747872879,0.9994454264838495
811,70,LEZ228,MT,10:35:00,12:59:00,02:24:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0037254663665120718,0.996274533633488,0.9925629463666239
811,59,LEZ228,FW,06:38:00,10:36:00,03:58:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.007078376118095834,0.9929216238819042,0.9858933511722776
812,17,FRF846,FW,20:21:00,21:55:00,01:34:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002683623062440649,0.999731637693756,0.9994633474058393
812,66,YAN039,MH,18:41:00,19:48:00,01:07:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,7.474414600367084e-05,0.9999252558539963,0.9998505172946799
813,361,LTG028,M,19:35:00,22:05:00,02:30:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00033656408721534624,0.9996634359127846,0.9996634359127846
813,110,YAN039,T,09:56:00,11:08:00,01:12:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,8.377490945613402e-05,0.9999162250905439,0.9999162250905439
813,366,LTG028,HM,14:11:00,17:02:00,02:51:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00036605643062511973,0.9996339435693748,0.9992680211360601
814,317,YAN039,TH,07:17:00,08:45:00,01:28:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00010236463774776489,0.9998976353622523,0.9997952812030236
815,270,TVN387,HF,17:33:00,18:33:00,01:00:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,8.820597692302083e-05,0.999911794023077,0.9998235958264483
815,68,TVN387,THW,06:31:00,10:07:00,03:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00041032353277665405,0.9995896764672233,0.9987695344287902
816,361,LTG028,M,19:35:00,22:05:00,02:30:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00033656408721534624,0.9996634359127846,0.9996634359127846
817,378,LEZ228,MHF,08:09:00,10:15:00,02:06:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0029758668499076774,0.9970241331500923,0.9910989404471695
817,94,YAN039,MWF,09:18:00,10:31:00,01:13:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,8.844474657281728e-05,0.9999115552534272,0.9997346892270095
817,81,UGS416,FTH,10:58:00,13:59:00,03:01:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00018628994271297695,0.999813710057287,0.9994412342772243
818,295,QDJ389,T,14:35:00,17:16:00,02:41:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0007541923667184195,0.9992458076332816,0.9992458076332816
818,461,VGP845,FHW,08:40:00,10:20:00,01:40:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00015101389953861766,0.9998489861004614,0.9995470267135337
818,449,LEZ228,TH,07:07:00,10:32:00,03:25:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.005919210725678135,0.9940807892743219,0.9881966156042588
819,289,QDJ389,M,06:40:00,09:35:00,02:55:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0006932648373069361,0.9993067351626931,0.9993067351626931
819,143,LEZ228,FT,13:57:00,17:36:00,03:39:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.005492448896625225,0.9945075511033747,0.9890452692016315
820,163,UGS416,HF,20:09:00,22:35:00,02:26:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00016390615272414676,0.9998360938472759,0.9996722145597787
821,142,UGS416,F,16:54:00,19:37:00,02:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00016781512498269767,0.9998321848750173,0.9998321848750173
821,349,TVN387,WFH,08:37:00,12:10:00,03:33:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00031175904646952717,0.9996882409535305,0.9990650144113996
821,215,YAN039,FW,20:02:00,22:58:00,02:56:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00021288754017239744,0.9997871124598277,0.9995742702407601
822,472,LEZ228,W,17:42:00,20:30:00,02:48:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.004918125678785969,0.995081874321214,0.995081874321214
822,242,FRF846,W,15:39:00,19:34:00,03:55:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.000726961115731416,0.9992730388842685,0.9992730388842685
823,320,QDJ389,HMW,06:20:00,09:43:00,03:23:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0007297455845766441,0.9992702544154234,0.9978123604435144
824,132,LEZ228,W,17:41:00,19:19:00,01:38:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.002826498829041099,0.9971735011709589,0.9971735011709589
824,348,VGP845,TFM,18:24:00,21:23:00,02:59:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002302078699608664,0.9997697921300391,0.9993095353649075
825,53,LEZ228,HW,16:10:00,17:48:00,01:38:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0027061178085776546,0.9972938821914223,0.9945950874564385
826,271,QDJ389,T,12:55:00,15:05:00,02:10:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00044634822787889626,0.9995536517721211,0.9995536517721211
826,110,YAN039,T,09:56:00,11:08:00,01:12:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,8.377490945613402e-05,0.9999162250905439,0.9999162250905439
826,330,LTG028,HMF,09:13:00,12:16:00,03:03:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0004286508077755975,0.9995713491922245,0.9987145987224575
827,165,VGP845,FM,15:45:00,18:43:00,02:58:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00024868418318712334,0.9997513158168129,0.9995026934774487
827,358,VGP845,W,11:45:00,15:44:00,03:59:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002937504309028711,0.9997062495690971,0.9997062495690971
827,285,UGS416,T,18:04:00,19:06:00,01:02:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,6.681898349726294e-05,0.9999331810165027,0.9999331810165027
828,278,UGS416,T,13:11:00,15:10:00,01:59:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00012260690598795023,0.999877393094012,0.999877393094012
828,191,LEZ228,W,12:03:00,14:44:00,02:41:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.004135607037116436,0.9958643929628835,0.9958643929628835
828,17,FRF846,FW,20:21:00,21:55:00,01:34:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002683623062440649,0.999731637693756,0.9994633474058393
829,30,YAN039,T,07:20:00,09:35:00,02:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00015043005863729712,0.9998495699413626,0.9998495699413626
829,435,SYH090,TM,16:52:00,20:46:00,03:54:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00018680524915936226,0.9998131947508406,0.9996264243978824
829,329,QDJ389,TMF,16:04:00,18:26:00,02:22:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0005892909458935399,0.9994107090541064,0.9982331687491367
830,346,UGS416,THF,14:41:00,16:27:00,01:46:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00011907587543404347,0.999880924124566,0.9996428149092018
831,27,QDJ389,T,18:55:00,20:51:00,01:56:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0005030561388018902,0.9994969438611981,0.9994969438611981
832,438,QDJ389,TM,06:58:00,08:30:00,01:32:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00036644419654931887,0.9996335558034507,0.9992672458882506
832,327,VGP845,M,06:44:00,09:59:00,03:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002290626952466185,0.9997709373047534,0.9997709373047534
833,281,VGP845,W,15:16:00,18:52:00,03:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002775916171984451,0.9997224083828016,0.9997224083828016
833,161,SYH090,T,16:26:00,17:38:00,01:12:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,6.0474442165122134e-05,0.9999395255578348,0.9999395255578348
834,130,UGS416,H,08:46:00,12:10:00,03:24:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00020988024133209349,0.9997901197586679,0.9997901197586679
835,266,YAN039,TM,07:21:00,11:04:00,03:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00022669798644627288,0.9997733020135537,0.9995466554190845
835,32,QDJ389,HF,18:46:00,20:05:00,01:19:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0003433759536552169,0.9996566240463448,0.9993133659997352
835,433,VGP845,WMH,16:13:00,18:06:00,01:53:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00014551485079056803,0.9998544851492094,0.9995635189682623
836,305,FRF846,THM,16:10:00,19:02:00,02:52:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0005556834949027956,0.9994443165050972,0.998333875696145
837,379,LEZ228,TWM,13:06:00,15:34:00,02:28:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.004003530929511514,0.9959964690704884,0.9880374278215417
837,328,LTG028,FM,13:24:00,15:26:00,02:02:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002492870030569049,0.9997507129969431,0.9995014881378961
837,389,SYH090,T,15:15:00,18:03:00,02:48:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00017414480724634723,0.9998258551927537,0.9998258551927537
838,135,QDJ389,HM,06:45:00,09:28:00,02:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0006169202113133556,0.9993830797886867,0.9987665401679204
838,60,TVN387,M,14:13:00,17:17:00,03:04:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00029629043427491355,0.9997037095657251,0.9997037095657251
839,442,QDJ389,FM,15:02:00,17:02:00,02:00:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0004339103726564019,0.9995660896273436,0.9991323675328987
839,359,LEZ228,WFH,07:09:00,08:26:00,01:17:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0025240323452584566,0.9974759676547416,0.9924469991021124
839,91,LEZ228,TM,19:08:00,20:43:00,01:35:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.002626564103395875,0.9973734358966041,0.9947537706321975
840,398,UGS416,W,07:19:00,09:34:00,02:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00013278930511856246,0.9998672106948815,0.9998672106948815
841,50,UGS416,FHT,14:11:00,17:50:00,03:39:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00024557505798007267,0.9997544249420199,0.9992634557325772
841,199,VGP845,TFH,15:04:00,18:16:00,03:12:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002468640329166344,0.9997531359670834,0.999259590711758
841,261,VGP845,WHF,07:07:00,09:42:00,02:35:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.000173625386032743,0.9998263746139673,0.9994792142739918
842,237,SYH090,FW,18:55:00,22:10:00,03:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00014804955278509822,0.9998519504472149,0.9997039228130998
842,86,YAN039,MW,16:48:00,20:21:00,03:33:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00018588102595402245,0.9998141189740459,0.9996282724998476
842,412,SYH090,W,19:30:00,20:39:00,01:09:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,6.615129093669067e-05,0.9999338487090633,0.9999338487090633
843,164,UGS416,H,09:31:00,11:42:00,02:11:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00015925965667093795,0.999840740343329,0.999840740343329
843,488,UGS416,T,08:39:00,10:47:00,02:08:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0001437395649998382,0.9998562604350002,0.9998562604350002
843,30,YAN039,T,07:20:00,09:35:00,02:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00015043005863729712,0.9998495699413626,0.9998495699413626
844,125,SYH090,H,07:58:00,09:48:00,01:50:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,9.669249799277571e-05,0.9999033075020072,0.9999033075020072
844,304,LEZ228,MHT,06:54:00,10:36:00,03:42:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.006909401258467144,0.9930905987415328,0.9794146858482379
845,164,UGS416,H,09:31:00,11:42:00,02:11:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00015925965667093795,0.999840740343329,0.999840740343329
845,70,LEZ228,MT,10:35:00,12:59:00,02:24:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0037254663665120718,0.996274533633488,0.9925629463666239
845,33,QDJ389,HT,19:55:00,21:30:00,01:35:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.000361220199726015,0.9996387798002739,0.9992776900805805
846,430,FRF846,H,10:06:00,12:10:00,02:04:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00033753860189316673,0.9996624613981069,0.9996624613981069
846,366,LTG028,HM,14:11:00,17:02:00,02:51:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00036605643062511973,0.9996339435693748,0.9992680211360601
847,302,YAN039,WM,17:10:00,20:58:00,03:48:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00023175979147741817,0.9997682402085226,0.9995365341296462
847,37,LTG028,T,15:30:00,18:07:00,02:37:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0003362674665026581,0.9996637325334974,0.9996637325334974
848,21,TVN387,H,12:43:00,14:26:00,01:43:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0001512331920226406,0.9998487668079774,0.9998487668079774
849,91,LEZ228,TM,19:08:00,20:43:00,01:35:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.002626564103395875,0.9973734358966041,0.9947537706321975
850,163,UGS416,HF,20:09:00,22:35:00,02:26:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00016390615272414676,0.9998360938472759,0.9996722145597787
850,441,LEZ228,TMH,14:59:00,17:29:00,02:30:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.004604488487961122,0.9953955115120389,0.9862500408576166
850,496,VGP845,M,15:32:00,19:05:00,03:33:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00022647155158105758,0.9997735284484189,0.9997735284484189
851,216,FRF846,HW,14:59:00,16:35:00,01:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002616775829153544,0.9997383224170846,0.9994767133093266
851,36,QDJ389,TH,14:49:00,16:14:00,01:25:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00035401883096216496,0.9996459811690378,0.9992920876674083
852,119,UGS416,F,10:55:00,14:31:00,03:36:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00020213891831361643,0.9997978610816863,0.9997978610816863
852,364,UGS416,TMF,18:00:00,19:47:00,01:47:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00012516312046340747,0.9998748368795366,0.9996245576340692
853,0,TVN387,TW,18:18:00,20:40:00,02:22:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00022891411141826238,0.9997710858885818,0.999542224178834
853,490,UGS416,TF,07:45:00,11:39:00,03:54:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002623329741275783,0.9997376670258724,0.9994754028703341
854,330,LTG028,HMF,09:13:00,12:16:00,03:03:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0004286508077755975,0.9995713491922245,0.9987145987224575
854,433,VGP845,WMH,16:13:00,18:06:00,01:53:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00014551485079056803,0.9998544851492094,0.9995635189682623
855,414,QDJ389,MTF,19:33:00,22:48:00,03:15:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0009116870788715575,0.9990883129211284,0.9972674315256046
855,357,UGS416,FW,17:51:00,21:45:00,03:54:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00027318800571760987,0.9997268119942824,0.9994536986202512
856,212,UGS416,WF,09:08:00,11:50:00,02:42:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00018933923413373322,0.9998106607658662,0.999621357381078
856,455,QDJ389,W,17:14:00,19:14:00,02:00:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.00049868499672005,0.99950131500328,0.99950131500328
856,490,UGS416,TF,07:45:00,11:39:00,03:54:00,0.5,0.5,2.7,0.0002,40,1,0.8,0.05,0.9,Fall_2020,0.01,0.01,7,0.0002623329741275783,0.9997376670258724,0.9994754028703341
