STUDENT_ID,SECTION,LOCATION,DAYS,START_TIME,END_TIME
829,435,SYH090,TM,16:52:00,20:46:00
829,329,QDJ389,TMF,16:04:00,18:26:00
830,346,UGS416,THF,14:41:00,16:27:00
831,27,QDJ389,T,18:55:00,20:51:00
832,438,QDJ389,TM,06:58:00,08:30:00
832,327,VGP845,M,06:44:00,09:59:00
833,281,VGP845,W,15:16:00,18:52:00
833,161,SYH090,T,16:26:00,17:38:00
834,130,UGS416,H,08:46:00,12:10:00
835,266,YAN039,TM,07:21:00,11:04:00
835,32,QDJ389,HF,18:46:00,20:05:00
835,433,VGP845,WMH,16:13:00,18:06:00
836,305,FRF846,THM,16:10:00,19:02:00
837,379,LEZ228,TWM,13:06:00,15:34:00
837,328,LTG028,FM,13:24:00,15:26:00
837,389,SYH090,T,15:15:00,18:03:00
838,135,QDJ389,HM,06:45:00,09:28:00
838,60,TVN387,M,14:13:00,17:17:00
839,442,QDJ389,FM,15:02:00,17:02:00
839,359,LEZ228,WFH,07:09:00,08:26:00
839,91,LEZ228,TM,19:08:00,20:43:00
840,398,UGS416,W,07:19:00,09:34:00
841,50,UGS416,FHT,14:11:00,17:50:00
841,199,VGP845,TFH,15:04:00,18:16:00
841,261,VGP845,WHF,07:07:00,09:42:00
842,237,SYH090,FW,18:55:00,22:10:00
842,86,YAN039,MW,16:48:00,20:21:00
842,412,SYH090,W,19:30:00,20:39:00
843,164,UGS416,H,09:31:00,11:42:00
843,488,UGS416,T,08:39:00,10:47:00
843,30,YAN039,T,07:20:00,09:35:00
844,125,SYH090,H,07:58:00,09:48:00
844,304,LEZ228,MHT,06:54:00,10:36:00
845,164,UGS416,H,09:31:00,11:42:00
845,70,LEZ228,MT,10:35:00,12:59:00
845,33,QDJ389,HT,19:55:00,21:30:00
846,430,FRF846,H,10:06:00,12:10:00
846,366,LTG028,HM,14:11:00,17:02:00
847,302,YAN039,WM,17:10:00,20:58:00
847,37,LTG028,T,15:30:00,18:07:00
848,21,TVN387,H,12:43:00,14:26:00
849,91,LEZ228,TM,19:08:00,20:43:00
850,163,UGS416,HF,20:09:00,22:35:00
850,441,LEZ228,TMH,14:59:00,17:29:00
850,496,VGP845,M,15:32:00,19:05:00
851,216,FRF846,HW,14:59:00,16:35:00
851,36,QDJ389,TH,14:49:00,16:14:00
852,119,UGS416,F,10:55:00,14:31:00
852,364,UGS416,TMF,18:00:00,19:47:00
853,0,TVN387,TW,18:18:00,20:40:00
853,490,UGS416,TF,07:45:00,11:39:00
854,330,LTG028,HMF,09:13:00,12:16:00
854,433,VGP845,WMH,16:13:00,18:06:00
855,414,QDJ389,MTF,19:33:00,22:48:00
855,357,UGS416,FW,17:51:00,21:45:00
856,212,UGS416,WF,09:08:00,11:50:00
856,455,QDJ389,W,17:14:00,19:14:00
856,490,UGS416,TF,07:45:00,11:39:00
857,260,VGP845,FT,11:51:00,13:33:00
857,45,LEZ228,HMF,18:54:00,22:42:00
857,85,YAN039,TMH,20:33:00,21:33:00
858,290,YAN039,TW,17:30:00,18:45:00
859,215,YAN039,FW,20:02:00,22:58:00
859,497,SYH090,FTM,09:46:00,11:34:00
860,285,UGS416,T,18:04:00,19:06:00
861,254,TVN387,HM,08:31:00,12:03:00
862,29,FRF846,TF,08:03:00,11:00:00
863,474,TVN387,MWF,14:10:00,18:01:00
863,37,LTG028,T,15:30:00,18:07:00
863,394,UGS416,FT,14:35:00,17:08:00
864,333,LEZ228,TMH,14:04:00,15:20:00
864,371,UGS416,T,08:21:00,12:00:00
864,231,UGS416,H,16:53:00,20:29:00
865,474,TVN387,MWF,14:10:00,18:01:00
865,255,TVN387,M,17:00:00,19:21:00
865,119,UGS416,F,10:55:00,14:31:00
866,467,UGS416,W,16:56:00,18:47:00
867,376,ICH942,WM,20:35:00,22:46:00
867,11,QDJ389,WFM,08:55:00,11:53:00
867,221,YAN039,F,13:48:00,15:32:00
868,44,ICH942,MTW,14:30:00,17:12:00
868,150,LTG028,M,09:08:00,11:08:00
868,264,LEZ228,WHT,16:30:00,19:43:00
869,177,LEZ228,FM,18:48:00,21:02:00
870,262,UGS416,WH,18:22:00,21:03:00
870,115,YAN039,WFT,15:27:00,17:02:00
870,46,QDJ389,MWF,16:57:00,19:19:00
871,293,YAN039,H,08:26:00,09:31:00
871,251,UGS416,FMT,07:37:00,10:25:00
872,196,UGS416,TM,10:01:00,13:34:00
873,79,ICH942,TH,07:25:00,09:09:00
873,67,UGS416,TF,12:42:00,16:28:00
873,82,VGP845,HT,09:58:00,12:20:00
874,174,UGS416,F,06:51:00,10:01:00
874,476,UGS416,M,14:59:00,16:05:00
874,369,ICH942,WF,08:59:00,10:55:00
875,198,ICH942,F,07:18:00,09:33:00
876,160,SYH090,WF,15:31:00,18:02:00
876,49,FRF846,HTM,09:23:00,12:33:00
876,66,YAN039,MH,18:41:00,19:48:00
877,351,SYH090,MTW,11:41:00,13:12:00
877,247,QDJ389,W,17:50:00,21:24:00
878,13,LTG028,TF,11:23:00,13:45:00
879,468,LEZ228,W,09:41:00,11:39:00
879,461,VGP845,FHW,08:40:00,10:20:00
880,371,UGS416,T,08:21:00,12:00:00
880,142,UGS416,F,16:54:00,19:37:00
880,181,TVN387,M,11:55:00,15:37:00
881,449,LEZ228,TH,07:07:00,10:32:00
881,397,VGP845,TH,18:00:00,21:21:00
881,259,FRF846,WH,16:47:00,20:37:00
882,499,ICH942,T,08:37:00,10:14:00
883,380,SYH090,TFW,11:25:00,15:09:00
883,326,VGP845,TFW,09:04:00,10:41:00
883,419,SYH090,F,11:43:00,15:15:00
884,272,VGP845,HTW,09:19:00,10:50:00
885,352,LEZ228,TF,11:55:00,14:11:00
885,391,UGS416,H,19:55:00,21:07:00
886,391,UGS416,H,19:55:00,21:07:00
886,229,YAN039,WTH,15:05:00,16:38:00
886,262,UGS416,WH,18:22:00,21:03:00
887,329,QDJ389,TMF,16:04:00,18:26:00
888,439,LEZ228,TWH,14:47:00,18:15:00
888,361,LTG028,M,19:35:00,22:05:00
889,165,VGP845,FM,15:45:00,18:43:00
889,414,QDJ389,MTF,19:33:00,22:48:00
890,306,VGP845,T,09:03:00,10:10:00
890,491,YAN039,M,09:33:00,12:24:00
891,176,LTG028,M,08:10:00,09:22:00
891,184,LEZ228,HFM,13:56:00,16:30:00
891,192,VGP845,T,11:55:00,15:36:00
892,109,TVN387,WF,19:53:00,21:34:00
892,321,LEZ228,THW,10:50:00,12:39:00
893,156,TVN387,HW,07:05:00,09:56:00
894,449,LEZ228,TH,07:07:00,10:32:00
894,87,YAN039,WM,12:09:00,16:08:00
894,295,QDJ389,T,14:35:00,17:16:00
895,117,FRF846,WT,10:05:00,11:11:00
896,56,LEZ228,MWH,09:14:00,10:40:00
896,148,TVN387,W,06:23:00,08:45:00
897,499,ICH942,T,08:37:00,10:14:00
897,59,LEZ228,FW,06:38:00,10:36:00
898,412,SYH090,W,19:30:00,20:39:00
898,449,LEZ228,TH,07:07:00,10:32:00
898,491,YAN039,M,09:33:00,12:24:00
899,68,TVN387,THW,06:31:00,10:07:00
899,241,SYH090,M,17:15:00,20:10:00
900,164,UGS416,H,09:31:00,11:42:00
900,481,UGS416,THW,18:24:00,22:14:00
900,391,UGS416,H,19:55:00,21:07:00
901,227,TVN387,HF,15:44:00,18:45:00
901,121,UGS416,FWT,20:08:00,21:25:00
901,249,VGP845,F,16:12:00,19:34:00
902,164,UGS416,H,09:31:00,11:42:00
903,172,VGP845,H,10:18:00,13:31:00
904,335,SYH090,WTF,18:51:00,22:44:00
905,177,LEZ228,FM,18:48:00,21:02:00
905,195,LEZ228,MF,12:21:00,14:30:00
905,260,VGP845,FT,11:51:00,13:33:00
906,197,QDJ389,W,07:09:00,10:19:00
907,132,LEZ228,W,17:41:00,19:19:00
908,224,QDJ389,HF,11:54:00,14:24:00
908,412,SYH090,W,19:30:00,20:39:00
908,483,VGP845,FW,17:22:00,18:53:00
909,377,UGS416,HTF,09:50:00,11:07:00
910,41,YAN039,MF,07:16:00,09:41:00
910,111,VGP845,HM,14:48:00,18:28:00
911,327,VGP845,M,06:44:00,09:59:00
912,117,FRF846,WT,10:05:00,11:11:00
912,52,SYH090,F,18:11:00,19:15:00
912,157,YAN039,TW,06:58:00,08:58:00
913,389,SYH090,T,15:15:00,18:03:00
913,68,TVN387,THW,06:31:00,10:07:00
913,352,LEZ228,TF,11:55:00,14:11:00
914,411,SYH090,WMT,15:49:00,17:24:00
915,389,SYH090,T,15:15:00,18:03:00
916,274,YAN039,FMW,08:03:00,10:51:00
916,308,TVN387,M,07:08:00,10:21:00
916,338,LTG028,F,08:57:00,11:42:00
917,95,TVN387,MFW,08:59:00,11:07:00
917,37,LTG028,T,15:30:00,18:07:00
918,195,LEZ228,MF,12:21:00,14:30:00
918,304,LEZ228,MHT,06:54:00,10:36:00
918,134,VGP845,T,18:15:00,21:16:00
919,275,SYH090,T,10:42:00,14:19:00
919,403,LTG028,HM,12:40:00,14:37:00
920,363,FRF846,THW,10:43:00,14:10:00
920,174,UGS416,F,06:51:00,10:01:00
921,344,LEZ228,HF,18:50:00,21:09:00
922,335,SYH090,WTF,18:51:00,22:44:00
923,403,LTG028,HM,12:40:00,14:37:00
923,376,ICH942,WM,20:35:00,22:46:00
923,206,UGS416,HFM,08:28:00,12:11:00
924,496,VGP845,M,15:32:00,19:05:00
924,464,SYH090,F,15:38:00,17:41:00
925,100,VGP845,MWT,14:39:00,17:46:00
925,328,LTG028,FM,13:24:00,15:26:00
925,254,TVN387,HM,08:31:00,12:03:00
926,140,FRF846,HT,16:01:00,18:09:00
927,279,FRF846,HMT,20:30:00,22:38:00
928,406,LEZ228,HFM,07:06:00,09:29:00
928,8,YAN039,TF,16:58:00,19:55:00
929,467,UGS416,W,16:56:00,18:47:00
929,268,VGP845,MHT,10:22:00,12:58:00
930,44,ICH942,MTW,14:30:00,17:12:00
930,456,SYH090,WFT,18:00:00,20:43:00
930,467,UGS416,W,16:56:00,18:47:00
931,350,UGS416,FWT,17:26:00,18:34:00
931,41,YAN039,MF,07:16:00,09:41:00
932,116,LTG028,WF,07:09:00,11:06:00
933,116,LTG028,WF,07:09:00,11:06:00
933,304,LEZ228,MHT,06:54:00,10:36:00
933,367,ICH942,TWF,10:48:00,12:08:00
934,295,QDJ389,T,14:35:00,17:16:00
934,233,YAN039,TFW,14:28:00,15:45:00
935,226,YAN039,W,18:56:00,21:32:00
936,363,FRF846,THW,10:43:00,14:10:00
936,315,QDJ389,MH,15:04:00,17:38:00
936,179,YAN039,WH,20:22:00,22:55:00
937,200,LTG028,FWM,16:17:00,18:11:00
938,299,YAN039,FMT,18:34:00,20:36:00
939,258,YAN039,MH,18:24:00,21:44:00
939,48,LTG028,FHM,17:40:00,21:35:00
940,132,LEZ228,W,17:41:00,19:19:00
940,457,VGP845,F,20:06:00,21:34:00
940,347,QDJ389,HW,08:29:00,10:50:00
941,375,LTG028,H,08:05:00,09:48:00
941,108,LTG028,HWM,08:38:00,11:08:00
941,10,ICH942,H,19:03:00,22:18:00
942,251,UGS416,FMT,07:37:00,10:25:00
943,224,QDJ389,HF,11:54:00,14:24:00
943,25,LTG028,MHF,19:20:00,20:55:00
944,296,LEZ228,FWM,07:41:00,10:15:00
945,107,SYH090,WTH,06:07:00,07:17:00
946,8,YAN039,TF,16:58:00,19:55:00
946,246,LEZ228,WTM,13:06:00,14:55:00
946,27,QDJ389,T,18:55:00,20:51:00
947,91,LEZ228,TM,19:08:00,20:43:00
947,143,LEZ228,FT,13:57:00,17:36:00
948,177,LEZ228,FM,18:48:00,21:02:00
949,399,QDJ389,WTH,13:25:00,16:05:00
949,429,QDJ389,W,14:30:00,15:56:00
950,263,TVN387,H,08:24:00,11:17:00
951,370,LEZ228,MT,17:25:00,19:01:00
951,134,VGP845,T,18:15:00,21:16:00
952,140,FRF846,HT,16:01:00,18:09:00
952,171,QDJ389,WTM,13:01:00,15:01:00
952,92,LEZ228,F,10:53:00,14:30:00
953,313,SYH090,WTM,09:26:00,12:33:00
953,208,SYH090,T,12:12:00,13:35:00
953,179,YAN039,WH,20:22:00,22:55:00
954,163,UGS416,HF,20:09:00,22:35:00
954,414,QDJ389,MTF,19:33:00,22:48:00
955,268,VGP845,MHT,10:22:00,12:58:00
955,319,LTG028,M,09:49:00,12:18:00
956,449,LEZ228,TH,07:07:00,10:32:00
956,57,UGS416,FT,10:07:00,13:52:00
957,491,YAN039,M,09:33:00,12:24:00
957,16,ICH942,T,17:20:00,18:34:00
958,310,TVN387,MFW,08:04:00,10:20:00
958,368,UGS416,TW,18:50:00,21:15:00
959,13,LTG028,TF,11:23:00,13:45:00
960,183,SYH090,F,09:19:00,12:43:00
961,111,VGP845,HM,14:48:00,18:28:00
962,114,YAN039,MHT,11:56:00,15:54:00
962,217,QDJ389,HM,06:40:00,07:40:00
963,92,LEZ228,F,10:53:00,14:30:00
963,415,LEZ228,FT,08:07:00,10:10:00
964,182,SYH090,M,08:02:00,09:13:00
964,104,LTG028,WF,14:32:00,15:37:00
964,343,QDJ389,MTF,11:54:00,12:59:00
965,496,VGP845,M,15:32:00,19:05:00
966,301,UGS416,MW,19:52:00,21:17:00
967,181,TVN387,M,11:55:00,15:37:00
968,274,YAN039,FMW,08:03:00,10:51:00
968,255,TVN387,M,17:00:00,19:21:00
968,454,UGS416,MFT,16:28:00,19:48:00
969,173,VGP845,HT,16:51:00,19:12:00
969,171,QDJ389,WTM,13:01:00,15:01:00
970,124,LTG028,HW,16:07:00,19:43:00
970,67,UGS416,TF,12:42:00,16:28:00
971,298,YAN039,M,18:38:00,19:40:00
972,440,UGS416,W,16:29:00,19:24:00
972,403,LTG028,HM,12:40:00,14:37:00
972,445,QDJ389,TFH,13:11:00,14:38:00
973,126,UGS416,M,10:48:00,14:14:00
973,194,ICH942,WM,11:18:00,14:10:00
973,186,YAN039,F,11:37:00,14:41:00
974,171,QDJ389,WTM,13:01:00,15:01:00
975,115,YAN039,WFT,15:27:00,17:02:00
975,252,FRF846,HWT,06:38:00,09:04:00
975,209,UGS416,WF,13:32:00,16:20:00
976,216,FRF846,HW,14:59:00,16:35:00
976,213,LTG028,M,16:04:00,17:19:00
976,370,LEZ228,MT,17:25:00,19:01:00
977,207,LEZ228,FM,18:10:00,20:10:00
977,303,VGP845,TH,06:43:00,10:26:00
977,297,QDJ389,TW,07:10:00,09:39:00
978,0,TVN387,TW,18:18:00,20:40:00
978,286,YAN039,HT,07:57:00,09:01:00
978,305,FRF846,THM,16:10:00,19:02:00
979,122,ICH942,W,16:56:00,20:47:00
979,428,LEZ228,TFM,09:10:00,12:26:00
979,101,LTG028,T,06:26:00,07:28:00
980,297,QDJ389,TW,07:10:00,09:39:00
980,340,QDJ389,HTM,06:51:00,07:53:00
980,101,LTG028,T,06:26:00,07:28:00
981,65,VGP845,HWM,08:04:00,09:21:00
981,363,FRF846,THW,10:43:00,14:10:00
982,378,LEZ228,MHF,08:09:00,10:15:00
982,248,YAN039,W,10:07:00,13:51:00
982,209,UGS416,WF,13:32:00,16:20:00
983,52,SYH090,F,18:11:00,19:15:00
983,475,TVN387,H,08:01:00,10:45:00
983,332,LEZ228,M,16:10:00,19:06:00
984,109,TVN387,WF,19:53:00,21:34:00
985,351,SYH090,MTW,11:41:00,13:12:00
985,292,LTG028,H,14:33:00,18:06:00
986,423,LEZ228,H,06:31:00,09:36:00
986,75,SYH090,F,16:00:00,18:13:00
986,260,VGP845,FT,11:51:00,13:33:00
987,369,ICH942,WF,08:59:00,10:55:00
987,284,LEZ228,FT,06:59:00,08:36:00
987,243,YAN039,MFT,14:32:00,16:13:00
988,126,UGS416,M,10:48:00,14:14:00
989,176,LTG028,M,08:10:00,09:22:00
990,339,FRF846,MWH,10:03:00,12:19:00
991,69,VGP845,F,09:19:00,12:45:00
991,206,UGS416,HFM,08:28:00,12:11:00
992,366,LTG028,HM,14:11:00,17:02:00
992,384,UGS416,FW,07:20:00,09:34:00
992,329,QDJ389,TMF,16:04:00,18:26:00
993,11,QDJ389,WFM,08:55:00,11:53:00
993,91,LEZ228,TM,19:08:00,20:43:00
994,220,ICH942,F,08:34:00,09:36:00
994,82,VGP845,HT,09:58:00,12:20:00
994,30,YAN039,T,07:20:00,09:35:00
995,5,SYH090,FM,19:17:00,21:18:00
995,25,LTG028,MHF,19:20:00,20:55:00
995,464,SYH090,F,15:38:00,17:41:00
996,34,YAN039,TMF,17:03:00,18:40:00
996,191,LEZ228,W,12:03:00,14:44:00
996,346,UGS416,THF,14:41:00,16:27:00
997,49,FRF846,HTM,09:23:00,12:33:00
997,475,TVN387,H,08:01:00,10:45:00
998,335,SYH090,WTF,18:51:00,22:44:00
998,40,LEZ228,WH,13:32:00,14:56:00
999,310,TVN387,MFW,08:04:00,10:20:00
1000,274,YAN039,FMW,08:03:00,10:51:00
1001,413,TVN387,WMF,20:14:00,21:56:00
1001,32,QDJ389,HF,18:46:00,20:05:00
1001,324,TVN387,HMW,06:20:00,09:39:00
1002,286,YAN039,HT,07:57:00,09:01:00
1003,239,LTG028,H,17:44:00,21:24:00
1003,267,LEZ228,W,18:52:00,21:35:00
1004,85,YAN039,TMH,20:33:00,21:33:00
1005,253,QDJ389,HWF,10:49:00,14:08:00
1006,188,VGP845,W,20:55:00,22:18:00
1006,179,YAN039,WH,20:22:00,22:55:00
1007,338,LTG028,F,08:57:00,11:42:00
1007,5,SYH090,FM,19:17:00,21:18:00
1007,75,SYH090,F,16:00:00,18:13:00
1008,238,TVN387,MH,18:07:00,20:33:00
1008,262,UGS416,WH,18:22:00,21:03:00
1009,256,VGP845,M,18:11:00,20:09:00
1010,32,QDJ389,HF,18:46:00,20:05:00
1010,196,UGS416,TM,10:01:00,13:34:00
1011,297,QDJ389,TW,07:10:00,09:39:00
1012,440,UGS416,W,16:29:00,19:24:00
1012,201,YAN039,FWH,17:13:00,19:57:00
1012,38,YAN039,FTW,11:01:00,12:22:00
1013,145,LEZ228,HT,18:13:00,21:06:00
1013,76,LEZ228,F,08:00:00,10:39:00
1013,277,YAN039,H,08:14:00,11:59:00
1014,339,FRF846,MWH,10:03:00,12:19:00
1014,279,FRF846,HMT,20:30:00,22:38:00
1015,213,LTG028,M,16:04:00,17:19:00
1015,263,TVN387,H,08:24:00,11:17:00
1016,111,VGP845,HM,14:48:00,18:28:00
1017,357,UGS416,FW,17:51:00,21:45:00
1017,51,LEZ228,HF,12:37:00,13:52:00
1018,381,LEZ228,MW,12:24:00,14:00:00
1019,84,QDJ389,W,12:32:00,14:31:00
1019,451,YAN039,H,07:34:00,10:38:00
1019,370,LEZ228,MT,17:25:00,19:01:00
1020,445,QDJ389,TFH,13:11:00,14:38:00
1020,102,VGP845,HM,18:19:00,22:16:00
1021,118,UGS416,HF,10:07:00,14:05:00
1021,221,YAN039,F,13:48:00,15:32:00
1021,391,UGS416,H,19:55:00,21:07:00
1022,331,VGP845,H,20:14:00,21:30:00
1023,86,YAN039,MW,16:48:00,20:21:00
1023,410,QDJ389,M,10:23:00,12:49:00
1024,493,YAN039,TW,14:41:00,17:48:00
1025,229,YAN039,WTH,15:05:00,16:38:00
1026,347,QDJ389,HW,08:29:00,10:50:00
1027,368,UGS416,TW,18:50:00,21:15:00
1027,210,UGS416,F,15:48:00,18:47:00
1027,208,SYH090,T,12:12:00,13:35:00
1028,409,VGP845,TF,14:22:00,16:21:00
1028,277,YAN039,H,08:14:00,11:59:00
1029,19,FRF846,T,16:51:00,20:19:00
1030,183,SYH090,F,09:19:00,12:43:00
1031,200,LTG028,FWM,16:17:00,18:11:00
1031,478,SYH090,FMW,19:19:00,21:38:00
1032,370,LEZ228,MT,17:25:00,19:01:00
1032,21,TVN387,H,12:43:00,14:26:00
1033,473,SYH090,FM,15:06:00,16:29:00
1033,107,SYH090,WTH,06:07:00,07:17:00
1034,321,LEZ228,THW,10:50:00,12:39:00
1035,6,QDJ389,FW,11:24:00,14:30:00
1035,377,UGS416,HTF,09:50:00,11:07:00
1036,255,TVN387,M,17:00:00,19:21:00
1036,222,YAN039,FHM,18:19:00,19:40:00
1037,464,SYH090,F,15:38:00,17:41:00
1038,461,VGP845,FHW,08:40:00,10:20:00
1038,11,QDJ389,WFM,08:55:00,11:53:00
1039,215,YAN039,FW,20:02:00,22:58:00
1039,47,LTG028,FW,12:28:00,15:37:00
1039,94,YAN039,MWF,09:18:00,10:31:00
1040,225,ICH942,MWT,13:53:00,17:38:00
1041,97,QDJ389,MT,13:41:00,15:11:00
1042,441,LEZ228,TMH,14:59:00,17:29:00
1042,249,VGP845,F,16:12:00,19:34:00
1043,44,ICH942,MTW,14:30:00,17:12:00
1043,437,VGP845,F,06:20:00,09:39:00
1043,411,SYH090,WMT,15:49:00,17:24:00
1044,381,LEZ228,MW,12:24:00,14:00:00
1044,69,VGP845,F,09:19:00,12:45:00
1044,146,QDJ389,FW,11:29:00,13:11:00
1045,225,ICH942,MWT,13:53:00,17:38:00
1046,342,UGS416,MFT,15:59:00,17:08:00
1046,323,UGS416,FTH,17:35:00,20:53:00
1047,474,TVN387,MWF,14:10:00,18:01:00
1047,37,LTG028,T,15:30:00,18:07:00
1047,409,VGP845,TF,14:22:00,16:21:00
1048,337,YAN039,WM,19:23:00,21:38:00
1048,340,QDJ389,HTM,06:51:00,07:53:00
1048,74,UGS416,MTH,19:16:00,20:22:00
1049,42,ICH942,FT,13:13:00,14:14:00
1050,65,VGP845,HWM,08:04:00,09:21:00
1050,19,FRF846,T,16:51:00,20:19:00
1051,39,VGP845,H,07:59:00,10:09:00
1051,338,LTG028,F,08:57:00,11:42:00
1051,402,LEZ228,HT,13:48:00,16:49:00
1052,89,QDJ389,WMT,14:14:00,17:55:00
1053,170,VGP845,FMT,13:03:00,14:44:00
1053,180,YAN039,HMT,17:31:00,19:55:00
1053,39,VGP845,H,07:59:00,10:09:00
1054,194,ICH942,WM,11:18:00,14:10:00
1054,27,QDJ389,T,18:55:00,20:51:00
1055,16,ICH942,T,17:20:00,18:34:00
1055,381,LEZ228,MW,12:24:00,14:00:00
1056,110,YAN039,T,09:56:00,11:08:00
1057,361,LTG028,M,19:35:00,22:05:00
1058,110,YAN039,T,09:56:00,11:08:00
1058,482,YAN039,H,17:39:00,19:31:00
1059,376,ICH942,WM,20:35:00,22:46:00
1060,474,TVN387,MWF,14:10:00,18:01:00
1061,469,LEZ228,W,10:26:00,12:21:00
1061,65,VGP845,HWM,08:04:00,09:21:00
1062,127,LEZ228,F,15:46:00,19:33:00
1063,131,YAN039,WHT,17:17:00,21:10:00
1064,467,UGS416,W,16:56:00,18:47:00
1065,437,VGP845,F,06:20:00,09:39:00
1065,212,UGS416,WF,09:08:00,11:50:00
1066,414,QDJ389,MTF,19:33:00,22:48:00
1066,116,LTG028,WF,07:09:00,11:06:00
1066,484,UGS416,H,15:45:00,19:36:00
1067,66,YAN039,MH,18:41:00,19:48:00
1068,7,FRF846,FHM,06:49:00,07:55:00
1069,238,TVN387,MH,18:07:00,20:33:00
1069,9,QDJ389,M,11:08:00,12:15:00
1070,232,YAN039,HMF,06:07:00,09:07:00
1070,59,LEZ228,FW,06:38:00,10:36:00
1070,343,QDJ389,MTF,11:54:00,12:59:00
1071,403,LTG028,HM,12:40:00,14:37:00
1072,77,FRF846,T,10:44:00,13:17:00
1072,245,UGS416,FH,19:25:00,21:17:00
1072,384,UGS416,FW,07:20:00,09:34:00
1073,337,YAN039,WM,19:23:00,21:38:00
1073,245,UGS416,FH,19:25:00,21:17:00
1074,352,LEZ228,TF,11:55:00,14:11:00
1074,131,YAN039,WHT,17:17:00,21:10:00
1075,426,LTG028,HF,18:37:00,22:00:00
1075,424,ICH942,FT,18:50:00,21:09:00
1076,48,LTG028,FHM,17:40:00,21:35:00
1076,97,QDJ389,MT,13:41:00,15:11:00
1076,330,LTG028,HMF,09:13:00,12:16:00
1077,291,VGP845,F,13:43:00,16:00:00
1078,28,YAN039,WH,15:29:00,16:58:00
1078,471,FRF846,WHT,08:43:00,12:29:00
1079,202,YAN039,FMW,14:12:00,17:00:00
1079,38,YAN039,FTW,11:01:00,12:22:00
1080,34,YAN039,TMF,17:03:00,18:40:00
1081,186,YAN039,F,11:37:00,14:41:00
1081,237,SYH090,FW,18:55:00,22:10:00
1081,303,VGP845,TH,06:43:00,10:26:00
1082,371,UGS416,T,08:21:00,12:00:00
1082,116,LTG028,WF,07:09:00,11:06:00
1082,346,UGS416,THF,14:41:00,16:27:00
1083,139,LEZ228,FWH,07:53:00,09:51:00
1084,259,FRF846,WH,16:47:00,20:37:00
1084,140,FRF846,HT,16:01:00,18:09:00
1085,66,YAN039,MH,18:41:00,19:48:00
1086,98,LEZ228,H,09:04:00,12:31:00
1086,313,SYH090,WTM,09:26:00,12:33:00
1087,408,ICH942,T,17:31:00,20:27:00
1088,243,YAN039,MFT,14:32:00,16:13:00
1088,478,SYH090,FMW,19:19:00,21:38:00
1089,74,UGS416,MTH,19:16:00,20:22:00
1089,204,QDJ389,WF,12:07:00,14:43:00
1090,431,LEZ228,FTW,07:23:00,09:56:00
1091,492,VGP845,WTM,07:50:00,10:00:00
1091,213,LTG028,M,16:04:00,17:19:00
1091,254,TVN387,HM,08:31:00,12:03:00
1092,82,VGP845,HT,09:58:00,12:20:00
1093,291,VGP845,F,13:43:00,16:00:00
1093,132,LEZ228,W,17:41:00,19:19:00
1094,498,VGP845,HT,12:37:00,14:05:00
1094,213,LTG028,M,16:04:00,17:19:00
1094,477,VGP845,TW,06:43:00,08:21:00
1095,352,LEZ228,TF,11:55:00,14:11:00
1095,397,VGP845,TH,18:00:00,21:21:00
1095,454,UGS416,MFT,16:28:00,19:48:00
1096,40,LEZ228,WH,13:32:00,14:56:00
1096,168,QDJ389,H,07:46:00,11:00:00
1096,195,LEZ228,MF,12:21:00,14:30:00
1097,480,VGP845,FTM,06:56:00,10:18:00
1097,239,LTG028,H,17:44:00,21:24:00
1097,342,UGS416,MFT,15:59:00,17:08:00
1098,173,VGP845,HT,16:51:00,19:12:00
1098,389,SYH090,T,15:15:00,18:03:00
1099,160,SYH090,WF,15:31:00,18:02:00
1100,17,FRF846,FW,20:21:00,21:55:00
1101,88,YAN039,THF,11:30:00,12:42:00
1102,133,VGP845,WHT,10:35:00,12:50:00
1102,465,FRF846,M,10:46:00,11:50:00
1102,407,VGP845,FTH,12:25:00,14:23:00
1103,419,SYH090,F,11:43:00,15:15:00
1103,236,QDJ389,FTM,06:47:00,08:10:00
1104,33,QDJ389,HT,19:55:00,21:30:00
1105,201,YAN039,FWH,17:13:00,19:57:00
1105,406,LEZ228,HFM,07:06:00,09:29:00
1106,4,QDJ389,HTW,19:02:00,22:50:00
1106,143,LEZ228,FT,13:57:00,17:36:00
1107,310,TVN387,MFW,08:04:00,10:20:00
1107,343,QDJ389,MTF,11:54:00,12:59:00
1108,474,TVN387,MWF,14:10:00,18:01:00
1109,50,UGS416,FHT,14:11:00,17:50:00
1109,370,LEZ228,MT,17:25:00,19:01:00
1109,36,QDJ389,TH,14:49:00,16:14:00
1110,114,YAN039,MHT,11:56:00,15:54:00
1110,445,QDJ389,TFH,13:11:00,14:38:00
1110,144,ICH942,W,11:28:00,14:04:00
1111,260,VGP845,FT,11:51:00,13:33:00
1112,238,TVN387,MH,18:07:00,20:33:00
1112,359,LEZ228,WFH,07:09:00,08:26:00
1112,177,LEZ228,FM,18:48:00,21:02:00
1113,172,VGP845,H,10:18:00,13:31:00
1114,34,YAN039,TMF,17:03:00,18:40:00
1114,261,VGP845,WHF,07:07:00,09:42:00
1115,221,YAN039,F,13:48:00,15:32:00
1115,143,LEZ228,FT,13:57:00,17:36:00
1116,267,LEZ228,W,18:52:00,21:35:00
1116,438,QDJ389,TM,06:58:00,08:30:00
1116,76,LEZ228,F,08:00:00,10:39:00
